Name,Category,Variation,DIY,Buy,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
pleather fringe bag,bags,Camel,No,2400,600,Brown,Brown,Kicks,All Year,,Elegant,No
pleather fringe bag,bags,White,No,2400,600,White,White,Kicks,All Year,,Elegant,No
pleather shoulder bag,bags,Brown,No,2400,600,Brown,Brown,Kicks,All Year,,Elegant,No
pleather shoulder bag,bags,Navy blue,No,2400,600,Blue,Blue,Kicks,All Year,,Elegant,No
retro sports bag,bags,Blue,No,1400,350,White,Blue,Kicks,All Year,,Active,No
retro sports bag,bags,Red,No,1400,350,White,Red,Kicks,All Year,,Active,No
retro sports bag,bags,Black,No,1400,350,Black,Yellow,Kicks,All Year,,Active,No
sacoche bag,bags,Blue,No,980,245,Blue,Green,Kicks,All Year,,Active,No
sacoche bag,bags,Red,No,980,245,Red,Yellow,Kicks,All Year,,Active,No
sacoche bag,bags,Black,No,980,245,Black,White,Kicks,All Year,,Active,No
shellfish pochette,bags,White,Yes,NFS,10800,White,White,Crafting,All Year,,Cute,No
snowflake pochette,bags,White,Yes,NFS,2400,Light blue,White,Crafting,All Year,,Elegant,No
square backpack,bags,Yellow,No,1300,325,Yellow,Black,Kicks,All Year,,Active,No
square backpack,bags,Pink,No,1300,325,Pink,Black,Kicks,All Year,,Active,No
square backpack,bags,Green,No,1300,325,Green,Black,Kicks,All Year,,Active,No
star pochette,bags,Yellow,Yes,NFS,3000,Yellow,Yellow,Crafting,All Year,,Cute,No
straw pochette,bags,Brown,No,980,245,Brown,Brown,Kicks,All Year,,Simple,No
studded backpack,bags,Black,No,1560,390,Black,Yellow,Kicks,All Year,,Cool,No
studded backpack,bags,White,No,1560,390,White,Gray,Kicks,All Year,,Cool,No
tackle bag,bags,Blue,No,NFS,175,Blue,Orange,Fishing Tourney,All Year,,Active,No
tool bag,bags,Black,No,910,227,Black,Yellow,Kicks,All Year,,Active,No
town backpack,bags,Green,No,1040,260,Green,Green,Kicks,All Year,,Active,No
town backpack,bags,Orange,No,1040,260,Orange,Orange,Kicks,All Year,,Active,No
town backpack,bags,Blue,No,1040,260,Blue,Blue,Kicks,All Year,,Active,No
town backpack,bags,Red,No,1040,260,Red,Red,Kicks,All Year,,Active,No
travel pouch,bags,Pink,No,840,210,Pink,Black,Kicks,All Year,,Active,No
travel pouch,bags,Green,No,840,210,Green,Black,Kicks,All Year,,Active,No
travel pouch,bags,Light blue,No,840,210,Light blue,Black,Kicks,All Year,,Active,No
travel pouch,bags,Purple,No,840,210,Purple,Black,Kicks,All Year,,Active,No
traveler's backpack,bags,Orange,No,2940,735,Orange,Beige,Kicks,All Year,,Simple,No
traveler's backpack,bags,Blue,No,2940,735,Blue,Beige,Kicks,All Year,,Simple,No
traveler's backpack,bags,Brown,No,2940,735,Brown,Beige,Kicks,All Year,,Simple,No
acid-washed jeans,bottoms,Blue,No,1320,330,Blue,Blue,Able Sisters,All Year,Yes,Simple,No
acid-washed jeans,bottoms,Black,No,1320,330,Black,Black,Able Sisters,All Year,No,Simple,No
animal-stripes skirt,bottoms,Tiger,No,1100,275,Yellow,Black,Able Sisters,All Year,No,Cool,No
animal-stripes skirt,bottoms,Zebra,No,1100,275,Gray,Black,Able Sisters,All Year,No,Cool,No
apron skirt,bottoms,Purple,No,700,175,White,Purple,Able Sisters,All Year,No,Simple,No
apron skirt,bottoms,Blue,No,700,175,White,Light blue,Able Sisters,All Year,No,Simple,No
apron skirt,bottoms,Beige,No,700,175,White,Beige,Able Sisters,All Year,No,Simple,No
athletic pants,bottoms,Red,No,880,220,Red,White,Able Sisters,All Year,No,Active,No
athletic pants,bottoms,Green,No,880,220,Green,White,Able Sisters,All Year,No,Active,No
athletic pants,bottoms,Black,No,880,220,Black,White,Able Sisters,All Year,No,Active,No
athletic pants,bottoms,Blue,No,880,220,Blue,White,Able Sisters,All Year,No,Active,No
athletic pants,bottoms,Berry red,No,880,220,Red,White,Able Sisters,All Year,No,Active,No
athletic pants,bottoms,Navy blue,No,880,220,Blue,White,Able Sisters,All Year,No,Active,No
athletic shorts,bottoms,Red,No,560,140,Red,White,Able Sisters,All Year,No,Active,No
athletic shorts,bottoms,Green,No,560,140,Green,White,Able Sisters,All Year,No,Active,No
athletic shorts,bottoms,Black,No,560,140,Black,White,Able Sisters,All Year,Yes,Active,No
athletic shorts,bottoms,Blue,No,560,140,Blue,White,Able Sisters,All Year,No,Active,No
athletic shorts,bottoms,Berry red,No,560,140,Red,White,Able Sisters,All Year,No,Active,No
athletic shorts,bottoms,Navy blue,No,560,140,Blue,White,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Purple,No,980,245,Purple,Yellow,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Red,No,980,245,Red,Black,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Green,No,980,245,Green,Orange,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Orange,No,980,245,Orange,Blue,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Blue,No,980,245,Blue,Red,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Yellow,No,980,245,Yellow,Green,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Light blue,No,980,245,Light blue,Blue,Able Sisters,All Year,No,Active,No
basketball shorts,bottoms,Black,No,980,245,Black,Red,Able Sisters,All Year,No,Active,No
bell-bottoms,bottoms,Orange,No,1320,330,Orange,Orange,Able Sisters,All Year,No,Gorgeous,No
bell-bottoms,bottoms,Brown,No,1320,330,Brown,Brown,Able Sisters,All Year,No,Gorgeous,No
bell-bottoms,bottoms,Beige,No,1320,330,Beige,Beige,Able Sisters,All Year,No,Gorgeous,No
bell-bottoms,bottoms,Green,No,1320,330,Green,Green,Able Sisters,All Year,Yes,Gorgeous,No
bell-bottoms,bottoms,Blue,No,1320,330,Blue,Blue,Able Sisters,All Year,No,Gorgeous,No
belted wraparound skirt,bottoms,Yellow,No,1040,260,Yellow,Black,Able Sisters,All Year,No,Simple,No
belted wraparound skirt,bottoms,Red,No,1040,260,Red,Black,Able Sisters,All Year,No,Simple,No
belted wraparound skirt,bottoms,Green,No,1040,260,Green,Black,Able Sisters,All Year,No,Simple,No
belted wraparound skirt,bottoms,Blue,No,1040,260,Blue,Black,Able Sisters,All Year,No,Simple,No
boa shorts,bottoms,Purple,No,1200,300,Purple,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Avocado,No,1200,300,Green,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Beige,No,1200,300,Beige,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Blue,No,1200,300,Blue,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Red,No,1200,300,Red,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Orange,No,1200,300,Orange,Black,Able Sisters,Winter,Yes,Active,No
boa shorts,bottoms,Peacock blue,No,1200,300,Light blue,Black,Able Sisters,Winter,No,Active,No
boa shorts,bottoms,Black,No,1200,300,Black,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Green,No,1300,325,Green,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Blue,No,1300,325,Blue,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Purple,No,1300,325,Purple,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Red,No,1300,325,Red,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Yellow,No,1300,325,Yellow,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Light blue,No,1300,325,Light blue,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Beige,No,1300,325,Beige,Black,Able Sisters,Winter,No,Active,No
boa skirt,bottoms,Brown,No,1300,325,Brown,Black,Able Sisters,Winter,Yes,Active,No
bomber-style skirt,bottoms,Avocado,No,1320,330,Green,Green,Able Sisters,All Year,No,Cool,No
bomber-style skirt,bottoms,Black,No,1320,330,Black,Black,Able Sisters,All Year,No,Cool,No
bomber-style skirt,bottoms,Blue,No,1320,330,Blue,Blue,Able Sisters,All Year,No,Cool,No
bomber-style skirt,bottoms,Brown,No,1320,330,Brown,Brown,Able Sisters,All Year,No,Cool,No
botanical shorts,bottoms,Black,No,700,175,Black,Red,Able Sisters,Summer,No,Cool,No
botanical shorts,bottoms,White,No,700,175,White,Red,Able Sisters,Summer,No,Cool,No
box-pleated skirt,bottoms,Light blue,No,1320,330,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
box-pleated skirt,bottoms,Beige,No,1320,330,Beige,Beige,Able Sisters,All Year,No,Simple,No
box-pleated skirt,bottoms,Red,No,1320,330,Red,Red,Able Sisters,All Year,No,Simple,No
box-pleated skirt,bottoms,Green,No,1320,330,Green,Green,Able Sisters,All Year,No,Simple,No
buttoned lace skirt,bottoms,Yellow,No,1200,300,Yellow,Yellow,Able Sisters,Summer,No,Simple,No
buttoned lace skirt,bottoms,White,No,1200,300,White,White,Able Sisters,Summer,Yes,Simple,No
buttoned lace skirt,bottoms,Pink,No,1200,300,Pink,Pink,Able Sisters,Summer,No,Simple,No
buttoned lace skirt,bottoms,Green,No,1200,300,Green,Green,Able Sisters,Summer,No,Simple,No
buttoned lace skirt,bottoms,Purple,No,1200,300,Purple,Purple,Able Sisters,Summer,No,Simple,No
buttoned wraparound skirt,bottoms,Gray,No,1820,455,Gray,Black,Able Sisters,All Year,Yes,Elegant,No
buttoned wraparound skirt,bottoms,Blue,No,1820,455,Blue,Black,Able Sisters,All Year,No,Elegant,No
buttoned wraparound skirt,bottoms,Orange,No,1820,455,Orange,Black,Able Sisters,All Year,No,Elegant,No
buttoned wraparound skirt,bottoms,Pink,No,1820,455,Pink,Black,Able Sisters,All Year,No,Elegant,No
buttoned wraparound skirt,bottoms,Green,No,1820,455,Green,Black,Able Sisters,All Year,No,Elegant,No
buttoned wraparound skirt,bottoms,Purple,No,1820,455,Purple,Black,Able Sisters,All Year,No,Elegant,No
camo pants,bottoms,Brown,No,1300,325,Brown,Beige,Able Sisters,All Year,No,Cool,No
camo pants,bottoms,Avocado,No,1300,325,Green,Beige,Able Sisters,All Year,No,Cool,No
camo pants,bottoms,Pink,No,1300,325,Pink,Brown,Able Sisters,All Year,No,Cool,No
camo pants,bottoms,Blue,No,1300,325,Blue,Light blue,Able Sisters,All Year,No,Cool,No
camo pants,bottoms,Gray,No,1300,325,Gray,Black,Able Sisters,All Year,Yes,Cool,No
camo pants,bottoms,Purple,No,1300,325,Purple,Purple,Able Sisters,All Year,No,Cool,No
camo pants,bottoms,Red,No,1300,325,Red,Beige,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Brown,No,1300,325,Brown,Beige,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Avocado,No,1300,325,Green,Beige,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Pink,No,1300,325,Pink,Brown,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Blue,No,1300,325,Blue,Light blue,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Gray,No,1300,325,Gray,Black,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Purple,No,1300,325,Purple,Purple,Able Sisters,All Year,No,Cool,No
camo skirt,bottoms,Red,No,1300,325,Red,Beige,Able Sisters,All Year,No,Cool,No
career skirt,bottoms,Gray,No,1560,390,Gray,Gray,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Beige,No,1560,390,Beige,Beige,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Peach,No,1560,390,Pink,Pink,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Light blue,No,1560,390,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Pink,No,1560,390,Pink,Pink,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Green,No,1560,390,Green,Green,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Blue,No,1560,390,Blue,Blue,Able Sisters,All Year,No,Simple,No
career skirt,bottoms,Red,No,1560,390,Red,Red,Able Sisters,All Year,No,Simple,No
cargo pants,bottoms,Avocado,No,770,192,Green,Green,Able Sisters,All Year,Yes,Simple,No
cargo pants,bottoms,Beige,No,770,192,Beige,Beige,Able Sisters,All Year,No,Simple,No
cargo pants,bottoms,Navy blue,No,770,192,Blue,Blue,Able Sisters,All Year,No,Simple,No
cargo pants,bottoms,Mustard,No,770,192,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
cargo pants,bottoms,Brown,No,770,192,Brown,Brown,Able Sisters,All Year,No,Simple,No
cargo shorts,bottoms,Beige,No,1080,270,Beige,Beige,Able Sisters,All Year,No,Simple,No
cargo shorts,bottoms,Navy blue,No,1080,270,Blue,Blue,Able Sisters,All Year,No,Simple,No
cargo shorts,bottoms,Avocado,No,1080,270,Green,Green,Able Sisters,All Year,No,Simple,No
cargo shorts,bottoms,Camel,No,1080,270,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
cargo shorts,bottoms,Brown,No,1080,270,Brown,Brown,Able Sisters,All Year,Yes,Simple,No
casual pants,bottoms,Navy blue,No,1100,275,Blue,Blue,Able Sisters,All Year,No,Simple,No
casual pants,bottoms,Gray,No,1100,275,Gray,Gray,Able Sisters,All Year,No,Simple,No
casual pants,bottoms,Green,No,1100,275,Green,Green,Able Sisters,All Year,No,Simple,No
casual pants,bottoms,Beige,No,1100,275,Beige,Beige,Able Sisters,All Year,No,Simple,No
casual pants,bottoms,Black,No,1100,275,Black,Black,Able Sisters,All Year,Yes,Simple,No
casual pants,bottoms,Brown,No,1100,275,Brown,Brown,Able Sisters,All Year,No,Simple,No
chain pants,bottoms,Red,No,1300,325,Red,Black,Able Sisters,All Year,Yes,Cool,No
chain pants,bottoms,Blue,No,1300,325,Blue,Black,Able Sisters,All Year,No,Cool,No
chain pants,bottoms,White,No,1300,325,White,Black,Able Sisters,All Year,No,Cool,No
chain pants,bottoms,Black,No,1300,325,Black,Black,Able Sisters,All Year,No,Cool,No
chino pants,bottoms,Beige,No,700,175,Beige,Beige,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Brown,No,700,175,Brown,Brown,Able Sisters,All Year,Yes,Simple,No
chino pants,bottoms,Navy blue,No,700,175,Blue,Blue,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Avocado,No,700,175,Green,Green,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Gray,No,700,175,Gray,Gray,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Red,No,700,175,Red,Red,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Blue,No,700,175,Blue,Blue,Able Sisters,All Year,No,Simple,No
chino pants,bottoms,Yellow,No,700,175,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
colorful skirt,bottoms,Red,No,1100,275,Red,Green,Able Sisters,All Year,No,Simple,No
colorful skirt,bottoms,Blue,No,1100,275,Blue,Orange,Able Sisters,All Year,No,Simple,No
colorful skirt,bottoms,Pink,No,1100,275,Pink,Green,Able Sisters,All Year,No,Simple,No
colorful skirt,bottoms,Green,No,1100,275,Green,Pink,Able Sisters,All Year,No,Simple,No
colorful skirt,bottoms,Orange,No,1100,275,Red,Blue,Able Sisters,All Year,No,Simple,No
comedian's pants,bottoms,Orange,No,2100,525,Orange,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Blue,No,2100,525,Blue,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Red,No,2100,525,Red,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Yellow,No,2100,525,Yellow,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Green,No,2100,525,Green,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Purple,No,2100,525,Purple,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,Aquamarine,No,2100,525,Green,Black,Able Sisters,All Year,No,Gorgeous,No
comedian's pants,bottoms,White,No,2100,525,White,Black,Able Sisters,All Year,No,Gorgeous,No
comic shorts,bottoms,Black,No,1140,285,Colorful,Black,Able Sisters,All Year,No,Cool,No
corduroy pants,bottoms,Camel,No,1040,260,Orange,Orange,Able Sisters,All Year,No,Simple,No
corduroy pants,bottoms,Brown,No,1040,260,Brown,Brown,Able Sisters,All Year,Yes,Simple,No
corduroy pants,bottoms,Pink,No,1040,260,Pink,Pink,Able Sisters,All Year,Yes,Simple,No
corduroy pants,bottoms,Green,No,1040,260,Green,Green,Able Sisters,All Year,Yes,Simple,No
corduroy pants,bottoms,Light gray,No,1040,260,Gray,Gray,Able Sisters,All Year,No,Simple,No
corduroy pants,bottoms,Black,No,1040,260,Black,Black,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Brown,No,1040,260,Brown,Brown,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Camel,No,1040,260,Orange,Orange,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Pink,No,1040,260,Pink,Pink,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Green,No,1040,260,Green,Green,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Light gray,No,1040,260,Gray,Gray,Able Sisters,All Year,No,Simple,No
corduroy skirt,bottoms,Black,No,1040,260,Black,Black,Able Sisters,All Year,No,Simple,No
corte skirt,bottoms,Blue,No,880,220,Light blue,Blue,Able Sisters,All Year,No,Simple,No
corte skirt,bottoms,Magenta,No,880,220,Pink,Red,Able Sisters,All Year,No,Simple,No
corte skirt,bottoms,Green,No,880,220,Green,Green,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Black,No,920,230,Black,Black,Able Sisters,All Year,Yes,Simple,No
cropped pants,bottoms,White,No,920,230,White,White,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Pink,No,920,230,Pink,Pink,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Light blue,No,920,230,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Beige,No,920,230,Beige,Beige,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Orange,No,920,230,Orange,Orange,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Blue,No,920,230,Blue,Blue,Able Sisters,All Year,No,Simple,No
cropped pants,bottoms,Yellow,No,920,230,Yellow,Yellow,Able Sisters,All Year,Yes,Simple,No
cuffed pants,bottoms,Brown,No,1100,275,Brown,Beige,Able Sisters,All Year,No,Simple,No
cuffed pants,bottoms,Purple,No,1100,275,Purple,Pink,Able Sisters,All Year,No,Simple,No
cuffed pants,bottoms,Green,No,1100,275,Green,Green,Able Sisters,All Year,No,Simple,No
cuffed pants,bottoms,Gray,No,1100,275,Black,Yellow,Able Sisters,All Year,No,Simple,No
culottes,bottoms,Light blue,No,700,175,Light blue,Light blue,Able Sisters,All Year,No,Cute,No
culottes,bottoms,White,No,700,175,White,White,Able Sisters,All Year,No,Cute,No
culottes,bottoms,Pink,No,700,175,Pink,Pink,Able Sisters,All Year,Yes,Cute,No
culottes,bottoms,Green,No,700,175,Green,Green,Able Sisters,All Year,No,Cute,No
cut-pleather skirt,bottoms,Brown,No,1100,275,Orange,Orange,Able Sisters,All Year,Yes,Simple,No
cut-pleather skirt,bottoms,Pink,No,1100,275,Pink,Pink,Able Sisters,All Year,No,Simple,No
cut-pleather skirt,bottoms,Navy blue,No,1100,275,Blue,Blue,Able Sisters,All Year,No,Simple,No
cut-pleather skirt,bottoms,White,No,1100,275,White,White,Able Sisters,All Year,Yes,Simple,No
cycling shorts,bottoms,Blue & red,No,700,175,Black,Red,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Black & blue,No,700,175,White,Blue,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Black & red,No,700,175,White,Red,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Black & yellow,No,700,175,Black,Yellow,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Red & green,No,700,175,Black,Green,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Orange & red,No,700,175,Black,Orange,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Green & purple,No,700,175,Black,Purple,Able Sisters,All Year,No,Active,No
cycling shorts,bottoms,Purple & pink,No,700,175,Black,Pink,Able Sisters,All Year,No,Active,No
dance warm-up pants,bottoms,Black,No,1560,390,Black,Yellow,Able Sisters,All Year,Yes,Active,No
dance warm-up pants,bottoms,White,No,1560,390,White,Yellow,Able Sisters,All Year,No,Active,No
dance warm-up pants,bottoms,Purple,No,1560,390,Purple,Yellow,Able Sisters,All Year,No,Active,No
dance warm-up pants,bottoms,Red,No,1560,390,Red,Yellow,Able Sisters,All Year,No,Active,No
denim cutoffs,bottoms,Blue,No,1120,280,Blue,Blue,Able Sisters,All Year,No,Simple,No
denim cutoffs,bottoms,Light blue,No,1120,280,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
denim cutoffs,bottoms,Navy blue,No,1120,280,Blue,Blue,Able Sisters,All Year,No,Simple,No
denim cutoffs,bottoms,White,No,1120,280,White,White,Able Sisters,All Year,No,Simple,No
denim cutoffs,bottoms,Black,No,1120,280,Black,Black,Able Sisters,All Year,Yes,Simple,No
denim painter's pants,bottoms,Navy blue,No,1560,390,Blue,Blue,Able Sisters,All Year,No,Simple,No
denim painter's pants,bottoms,Light blue,No,1560,390,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
denim painter's pants,bottoms,Blue,No,1560,390,Blue,Blue,Able Sisters,All Year,No,Simple,No
denim painter's pants,bottoms,Black,No,1560,390,Black,Black,Able Sisters,All Year,Yes,Simple,No
denim painter's pants,bottoms,White,No,1560,390,White,White,Able Sisters,All Year,Yes,Simple,No
denim pants,bottoms,Blue,No,1120,280,Blue,Brown,Able Sisters,All Year,No,Simple,No
